0,finance,*,*,Finance is defined as the management of money and includes activities like investing, borrowing, lending, budgeting, saving, and forecasting.,bank.aiml
0,basic of finance,*,*,Basic of finance are:- Assets#Comma Capital#Comma Stocks#Comma Financial Report#Comma balance sheet#Comma Valuation#Comma Etc,bank.aiml
0,_ basic* of finance _,*,*,<srai>basic of finance</srai>,bank.aiml
0,_ basic of finance _,*,*,<srai>basic of finance</srai>,bank.aiml
0,basics of finance,*,*,<srai>basic of finance</srai>,bank.aiml
0,_ basics of finance,*,*,<srai>basic of finance</srai>,bank.aiml
0,_ know about finance,*,*,<srai>basic of finance</srai>,bank.aiml
0,_ get a loan _,*,*,Step 1: Determine your requirement. Figure out why you need a Personal Loan and how much you need. #Comma Step 2: Check loan eligibility. Once you know how much you need, you should check whether you are eligible. #Comma Step 3: Calculate monthly instalments. #Comma Step 4: Approach the bank. #Comma Step 5: Submit documents.,bank.aiml
0,_get a loan,*,*,<srai>_ get a loan _</srai>,bank.aiml
0,get a loan,*,*,<srai>_ get a loan _</srai>,bank.aiml
0,get a loan _,*,*,<srai>_ get a loan _</srai>,bank.aiml
0,steps _ loan,*,*,<srai>_ get a loan _</srai>,bank.aiml
0,_ get _ loan,*,*,<srai>_ get a loan _</srai>,bank.aiml
0,getting a loan,*,*,<srai>_ get a loan _</srai>,bank.aiml
0,take a loan,*,*,<srai>_ get a loan _</srai>,bank.aiml
0,_ take a loan,*,*,<srai>_ get a loan _</srai>,bank.aiml
0,stocks,*,*,<srai>_ stocks</srai>,bank.aiml
0,stocks,*,*,<srai>_ stocks</srai>,bank.aiml
0,ok,*,*,Hmmmm :) !!,bank.aiml
0,yes,*,*,ok :) !!,bank.aiml
0,no,*,*,ok :) !!,bank.aiml
0,bro,*,*,I'm here to help you :) !!,bank.aiml
0,mast,*,*, :) !!,bank.aiml
0,Namaste,*,*, Namaste !! How can i help you ?,bank.aiml
0,Whatsup,*,*,Nothing much and You !!!,bank.aiml
